timestamp_iso,gx_dps,gy_dps,gz_dps
2025-08-27T11:44:29.007318+00:00,-223.816,294.739,156.128
2025-08-27T11:44:29.484630+00:00,-560.73,52.734,408.752
2025-08-27T11:44:29.813197+00:00,-1736.084,-482.117,336.487
2025-08-27T11:44:30.058800+00:00,-717.59,-451.233,-189.209
2025-08-27T11:44:30.492067+00:00,-155.823,-634.399,-174.133
2025-08-27T11:44:30.861994+00:00,-101.746,-580.811,45.41
2025-08-27T11:44:31.096956+00:00,-421.936,-423.218,-71.899
2025-08-27T11:44:31.535116+00:00,-253.357,-282.898,-85.022
2025-08-27T11:44:31.929978+00:00,-139.709,-283.63,-2.93
2025-08-27T11:44:32.251548+00:00,-13.855,-264.038,196.96
2025-08-27T11:44:32.557406+00:00,62.073,-141.663,303.833
2025-08-27T11:44:32.793934+00:00,360.229,33.325,312.195
2025-08-27T11:44:33.077842+00:00,610.046,212.402,223.633
2025-08-27T11:44:33.305445+00:00,640.686,-128.784,-246.582
2025-08-27T11:44:33.612852+00:00,782.104,140.259,-379.15
2025-08-27T11:44:34.009873+00:00,392.09,217.773,-612.793
2025-08-27T11:44:34.247024+00:00,181.946,57.495,-309.387
2025-08-27T11:44:34.533435+00:00,291.382,49.683,-366.394
2025-08-27T11:44:34.806474+00:00,92.407,141.663,-205.322
2025-08-27T11:44:35.172156+00:00,157.593,234.192,-205.078
2025-08-27T11:44:35.401466+00:00,-107.483,314.575,-49.5
2025-08-27T11:44:35.699248+00:00,-306.763,277.466,165.405
2025-08-27T11:44:36.125717+00:00,-542.542,-21.301,376.892
2025-08-27T11:44:36.449308+00:00,-793.518,-364.502,64.819
2025-08-27T11:44:36.749533+00:00,-1059.387,-331.787,-262.207
2025-08-27T11:44:36.985487+00:00,-107.239,-362.976,-498.535
2025-08-27T11:44:37.268406+00:00,-88.196,-385.193,-248.962
2025-08-27T11:44:37.765050+00:00,-56.274,-258.728,-164.368
2025-08-27T11:44:38.004396+00:00,130.432,-226.135,30.884
2025-08-27T11:44:38.333055+00:00,91.553,17.578,192.627
2025-08-27T11:44:38.569963+00:00,197.388,237.732,263.367
2025-08-27T11:44:38.843348+00:00,453.369,372.498,221.924
2025-08-27T11:44:39.250441+00:00,802.185,420.959,-126.648
2025-08-27T11:44:39.512221+00:00,898.987,179.016,-604.858
2025-08-27T11:44:39.890549+00:00,298.218,-26.367,-576.355
2025-08-27T11:44:40.131464+00:00,341.003,-79.834,-484.009
2025-08-27T11:44:40.419592+00:00,122.803,-3.845,-398.193
2025-08-27T11:44:40.835520+00:00,37.048,197.632,-215.82
2025-08-27T11:44:41.071941+00:00,-88.257,284.851,-2.502
2025-08-27T11:44:41.447421+00:00,-337.219,303.284,244.446
2025-08-27T11:44:41.871694+00:00,-769.836,133.179,417.664
2025-08-27T11:44:42.167487+00:00,-947.571,-475.83,330.322
2025-08-27T11:44:42.576090+00:00,-713.623,-583.496,92.834
2025-08-27T11:44:42.920028+00:00,-437.561,-558.655,-124.39
2025-08-27T11:44:43.162110+00:00,-141.663,-453.613,-74.036
2025-08-27T11:44:43.445501+00:00,-204.224,-329.163,17.273
2025-08-27T11:44:43.703207+00:00,-8.057,-177.002,135.864
2025-08-27T11:44:44.085334+00:00,-4.639,28.259,260.681
2025-08-27T11:44:44.333165+00:00,292.48,189.453,286.56
2025-08-27T11:44:44.615452+00:00,552.124,352.051,113.342
2025-08-27T11:44:45.019223+00:00,879.272,305.664,-159.18
2025-08-27T11:44:45.360657+00:00,781.738,90.637,-761.658
2025-08-27T11:44:45.663922+00:00,174.072,39.062,-557.068
2025-08-27T11:44:45.898770+00:00,329.041,1.038,-499.329
2025-08-27T11:44:46.185781+00:00,35.4,94.849,-406.006
2025-08-27T11:44:46.415718+00:00,-18.982,207.397,-114.319
2025-08-27T11:44:46.713527+00:00,-179.016,184.631,188.721
2025-08-27T11:44:47.117951+00:00,-475.037,70.007,328.186
2025-08-27T11:44:47.388879+00:00,-810.852,-278.198,330.872
2025-08-27T11:44:47.755312+00:00,-666.26,-535.889,249.146
2025-08-27T11:44:47.992868+00:00,-858.215,-608.887,-118.408
2025-08-27T11:44:48.415373+00:00,-163.086,-604.431,-181.03
2025-08-27T11:44:48.650239+00:00,-236.389,-451.233,-107.727
2025-08-27T11:44:49.237030+00:00,-103.699,-315.491,-28.931
2025-08-27T11:44:49.584147+00:00,-5.188,-214.478,82.458
2025-08-27T11:44:49.986542+00:00,132.874,-19.775,176.453
2025-08-27T11:44:50.225347+00:00,255.554,265.381,176.514
2025-08-27T11:44:50.511965+00:00,469.116,486.145,-4.639
2025-08-27T11:44:50.742360+00:00,573.73,474.731,6.165
2025-08-27T11:44:51.036165+00:00,943.97,290.71,-720.703
2025-08-27T11:44:51.265620+00:00,205.688,51.88,-706.726
2025-08-27T11:44:51.701369+00:00,414.185,32.776,-626.892
2025-08-27T11:44:52.083707+00:00,108.521,48.523,-550.842
2025-08-27T11:44:52.611645+00:00,86.365,177.307,-459.9
2025-08-27T11:44:52.919773+00:00,-106.75,323.547,-229.553
2025-08-27T11:44:53.248073+00:00,-185.242,407.715,13.733
2025-08-27T11:44:53.504971+00:00,-528.076,356.445,248.901
2025-08-27T11:44:53.889417+00:00,-870.85,-55.176,359.619
2025-08-27T11:44:54.180909+00:00,-879.639,-506.226,206.848
2025-08-27T11:44:54.419979+00:00,-652.405,-541.443,-92.346
2025-08-27T11:44:54.706348+00:00,-268.433,-421.814,-108.032
2025-08-27T11:44:54.937725+00:00,-238.647,-350.159,75.195
2025-08-27T11:44:55.229741+00:00,-165.344,-426.758,184.387
2025-08-27T11:44:55.463239+00:00,-21.24,-311.157,302.185
2025-08-27T11:44:55.755848+00:00,70.068,-148.193,365.051
2025-08-27T11:44:56.093503+00:00,265.991,57.678,434.753
2025-08-27T11:44:56.397016+00:00,716.431,210.327,187.5
2025-08-27T11:44:56.810366+00:00,1373.23,-83.679,-602.6
2025-08-27T11:44:57.036494+00:00,226.868,-208.984,-601.44
2025-08-27T11:44:57.328831+00:00,208.313,-155.579,-720.459
2025-08-27T11:44:57.645847+00:00,112.793,-179.932,-447.144
2025-08-27T11:44:57.961834+00:00,98.572,42.786,-396.362
2025-08-27T11:44:58.192233+00:00,-46.631,170.532,-340.027
2025-08-27T11:44:58.487333+00:00,-221.008,348.145,-149.658
2025-08-27T11:44:58.962722+00:00,-444.275,363.037,124.939
2025-08-27T11:44:59.196880+00:00,-339.172,218.201,518.372
2025-08-27T11:44:59.545091+00:00,-456.604,-1.221,737.549
2025-08-27T11:44:59.781325+00:00,-809.753,-264.343,545.532
2025-08-27T11:45:00.067648+00:00,-1165.344,-354.553,-316.467
2025-08-27T11:45:00.496760+00:00,241.272,-497.314,-28.625
